Date,年,季,月,月份名稱,年份月份,星期,工作日,年週序,交通匹配欄
2017/9/2 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週六,週末,2017W36,週六
2017/9/20 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週三,平日,2017W39,週2-4
2017/9/21 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週四,平日,2017W39,週2-4
2017/9/22 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週五,平日,2017W39,非參考日
2017/9/23 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週六,週末,2017W39,週六
2017/9/24 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週日,週末,2017W39,週日
2017/9/25 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週一,平日,2017W40,非參考日
2017/9/26 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週二,平日,2017W40,週2-4
2017/9/27 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週三,平日,2017W40,週2-4
2017/9/28 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週四,平日,2017W40,週2-4
2017/9/29 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週五,平日,2017W40,非參考日
2017/9/3 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週日,週末,2017W36,週日
2017/9/30 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週六,週末,2017W40,週六
2017/9/4 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週一,平日,2017W37,非參考日
2017/9/5 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週二,平日,2017W37,週2-4
2017/9/6 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週三,平日,2017W37,週2-4
2017/9/7 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週四,平日,2017W37,週2-4
2017/9/8 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週五,平日,2017W37,非參考日
2017/9/9 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週六,週末,2017W37,週六
2018/1/1 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週一,平日,2018W1,非參考日
2018/1/10 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週三,平日,2018W2,週2-4
2018/1/11 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週四,平日,2018W2,週2-4
2018/1/12 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週五,平日,2018W2,非參考日
2018/1/13 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週六,週末,2018W2,週六
2018/1/14 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週日,週末,2018W2,週日
2018/1/15 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週一,平日,2018W3,非參考日
2018/1/16 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週二,平日,2018W3,週2-4
2018/1/17 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週三,平日,2018W3,週2-4
2018/1/18 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週四,平日,2018W3,週2-4
2018/1/19 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週五,平日,2018W3,非參考日
2018/1/2 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週二,平日,2018W1,週2-4
2018/1/20 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週六,週末,2018W3,週六
2018/1/21 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週日,週末,2018W3,週日
2018/1/22 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週一,平日,2018W4,非參考日
2018/1/23 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週二,平日,2018W4,週2-4
2018/1/24 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週三,平日,2018W4,週2-4
2018/1/25 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週四,平日,2018W4,週2-4
2018/1/26 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週五,平日,2018W4,非參考日
2018/1/27 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週六,週末,2018W4,週六
2018/1/28 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週日,週末,2018W4,週日
2018/1/29 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週一,平日,2018W5,非參考日
2018/1/3 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週三,平日,2018W1,週2-4
2018/1/30 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週二,平日,2018W5,週2-4
2018/1/31 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週三,平日,2018W5,週2-4
2018/1/4 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週四,平日,2018W1,週2-4
2018/1/5 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週五,平日,2018W1,非參考日
2018/1/6 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週六,週末,2018W1,週六
2018/1/7 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週日,週末,2018W1,週日
2018/1/8 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週一,平日,2018W2,非參考日
2018/1/9 上午 12:00:00,2018,Q1,01,1月,2018-Jan,週二,平日,2018W2,週2-4
2018/10/1 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週一,平日,2018W40,非參考日
2018/10/10 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週三,平日,2018W41,週2-4
2018/10/11 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週四,平日,2018W41,週2-4
2018/10/12 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週五,平日,2018W41,非參考日
2018/10/13 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週六,週末,2018W41,週六
2018/10/14 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週日,週末,2018W41,週日
2018/10/15 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週一,平日,2018W42,非參考日
2018/10/16 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週二,平日,2018W42,週2-4
2018/10/17 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週三,平日,2018W42,週2-4
2018/10/18 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週四,平日,2018W42,週2-4
2018/10/19 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週五,平日,2018W42,非參考日
2018/10/2 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週二,平日,2018W40,週2-4
2018/10/20 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週六,週末,2018W42,週六
2018/10/21 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週日,週末,2018W42,週日
2018/10/22 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週一,平日,2018W43,非參考日
2018/10/23 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週二,平日,2018W43,週2-4
2018/10/24 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週三,平日,2018W43,週2-4
2018/10/25 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週四,平日,2018W43,週2-4
2018/10/26 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週五,平日,2018W43,非參考日
2018/10/27 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週六,週末,2018W43,週六
2018/10/28 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週日,週末,2018W43,週日
2018/10/29 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週一,平日,2018W44,非參考日
2018/10/3 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週三,平日,2018W40,週2-4
2018/10/30 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週二,平日,2018W44,週2-4
2018/10/31 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週三,平日,2018W44,週2-4
2018/10/4 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週四,平日,2018W40,週2-4
2018/10/5 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週五,平日,2018W40,非參考日
2018/10/6 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週六,週末,2018W40,週六
2018/10/7 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週日,週末,2018W40,週日
2018/10/8 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週一,平日,2018W41,非參考日
2018/10/9 上午 12:00:00,2018,Q4,10,10月,2018-Oct,週二,平日,2018W41,週2-4
2018/11/1 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週四,平日,2018W44,週2-4
2018/11/10 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週六,週末,2018W45,週六
2018/11/11 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週日,週末,2018W45,週日
2018/11/12 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週一,平日,2018W46,非參考日
2018/11/13 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週二,平日,2018W46,週2-4
2018/11/14 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週三,平日,2018W46,週2-4
2018/11/15 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週四,平日,2018W46,週2-4
2018/11/16 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週五,平日,2018W46,非參考日
2018/11/17 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週六,週末,2018W46,週六
2018/11/18 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週日,週末,2018W46,週日
2018/11/19 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週一,平日,2018W47,非參考日
2018/11/2 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週五,平日,2018W44,非參考日
2018/11/20 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週二,平日,2018W47,週2-4
2018/11/21 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週三,平日,2018W47,週2-4
2018/11/22 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週四,平日,2018W47,週2-4
2018/11/23 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週五,平日,2018W47,非參考日
2018/11/24 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週六,週末,2018W47,週六
2018/11/25 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週日,週末,2018W47,週日
2018/11/26 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週一,平日,2018W48,非參考日
2018/11/27 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週二,平日,2018W48,週2-4
2018/11/28 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週三,平日,2018W48,週2-4
2018/11/29 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週四,平日,2018W48,週2-4
2018/11/3 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週六,週末,2018W44,週六
2018/11/30 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週五,平日,2018W48,非參考日
2018/11/4 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週日,週末,2018W44,週日
2018/11/5 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週一,平日,2018W45,非參考日
2018/11/6 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週二,平日,2018W45,週2-4
2018/11/7 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週三,平日,2018W45,週2-4
2018/11/8 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週四,平日,2018W45,週2-4
2018/11/9 上午 12:00:00,2018,Q4,11,11月,2018-Nov,週五,平日,2018W45,非參考日
2018/12/1 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週六,週末,2018W48,週六
2018/12/10 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週一,平日,2018W50,非參考日
2018/12/11 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週二,平日,2018W50,週2-4
2018/12/12 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週三,平日,2018W50,週2-4
2018/12/13 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週四,平日,2018W50,週2-4
2018/12/14 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週五,平日,2018W50,非參考日
2018/12/15 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週六,週末,2018W50,週六
2018/12/16 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週日,週末,2018W50,週日
2018/12/17 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週一,平日,2018W51,非參考日
2018/12/18 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週二,平日,2018W51,週2-4
2018/12/19 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週三,平日,2018W51,週2-4
2018/12/2 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週日,週末,2018W48,週日
2018/12/20 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週四,平日,2018W51,週2-4
2018/12/21 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週五,平日,2018W51,非參考日
2018/12/22 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週六,週末,2018W51,週六
2018/12/23 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週日,週末,2018W51,週日
2018/12/24 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週一,平日,2018W52,非參考日
2018/12/25 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週二,平日,2018W52,週2-4
2018/12/26 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週三,平日,2018W52,週2-4
2018/12/27 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週四,平日,2018W52,週2-4
2018/12/28 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週五,平日,2018W52,非參考日
2018/12/29 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週六,週末,2018W52,週六
2018/12/3 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週一,平日,2018W49,非參考日
2018/12/30 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週日,週末,2018W52,週日
2018/12/31 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週一,平日,2018W53,非參考日
2018/12/4 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週二,平日,2018W49,週2-4
2018/12/5 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週三,平日,2018W49,週2-4
2018/12/6 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週四,平日,2018W49,週2-4
2018/12/7 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週五,平日,2018W49,非參考日
2018/12/8 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週六,週末,2018W49,週六
2018/12/9 上午 12:00:00,2018,Q4,12,12月,2018-Dec,週日,週末,2018W49,週日
2018/2/1 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週四,平日,2018W5,週2-4
2018/2/10 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週六,週末,2018W6,週六
2018/2/11 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週日,週末,2018W6,週日
2018/2/12 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週一,平日,2018W7,非參考日
2018/2/13 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週二,平日,2018W7,週2-4
2018/2/14 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週三,平日,2018W7,週2-4
2018/2/15 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週四,平日,2018W7,週2-4
2018/2/16 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週五,平日,2018W7,非參考日
2018/2/17 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週六,週末,2018W7,週六
2018/2/18 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週日,週末,2018W7,週日
2018/2/19 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週一,平日,2018W8,非參考日
2018/2/2 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週五,平日,2018W5,非參考日
2018/2/20 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週二,平日,2018W8,週2-4
2018/2/21 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週三,平日,2018W8,週2-4
2018/2/22 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週四,平日,2018W8,週2-4
2018/2/23 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週五,平日,2018W8,非參考日
2018/2/24 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週六,週末,2018W8,週六
2018/2/25 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週日,週末,2018W8,週日
2018/2/26 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週一,平日,2018W9,非參考日
2018/2/27 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週二,平日,2018W9,週2-4
2018/2/28 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週三,平日,2018W9,週2-4
2018/2/3 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週六,週末,2018W5,週六
2018/2/4 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週日,週末,2018W5,週日
2018/2/5 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週一,平日,2018W6,非參考日
2018/2/6 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週二,平日,2018W6,週2-4
2018/2/7 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週三,平日,2018W6,週2-4
2018/2/8 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週四,平日,2018W6,週2-4
2018/2/9 上午 12:00:00,2018,Q1,02,2月,2018-Feb,週五,平日,2018W6,非參考日
2018/3/1 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週四,平日,2018W9,週2-4
2018/3/10 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週六,週末,2018W10,週六
2018/3/11 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週日,週末,2018W10,週日
2018/3/12 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週一,平日,2018W11,非參考日
2018/3/13 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週二,平日,2018W11,週2-4
2018/3/14 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週三,平日,2018W11,週2-4
2018/3/15 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週四,平日,2018W11,週2-4
2018/3/16 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週五,平日,2018W11,非參考日
2018/3/17 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週六,週末,2018W11,週六
2018/3/18 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週日,週末,2018W11,週日
2018/3/19 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週一,平日,2018W12,非參考日
2018/3/2 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週五,平日,2018W9,非參考日
2018/3/20 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週二,平日,2018W12,週2-4
2018/3/21 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週三,平日,2018W12,週2-4
2018/3/22 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週四,平日,2018W12,週2-4
2018/3/23 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週五,平日,2018W12,非參考日
2018/3/24 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週六,週末,2018W12,週六
2018/3/25 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週日,週末,2018W12,週日
2018/3/26 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週一,平日,2018W13,非參考日
2018/3/27 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週二,平日,2018W13,週2-4
2018/3/28 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週三,平日,2018W13,週2-4
2018/3/29 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週四,平日,2018W13,週2-4
2018/3/3 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週六,週末,2018W9,週六
2018/3/30 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週五,平日,2018W13,非參考日
2018/3/31 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週六,週末,2018W13,週六
2018/3/4 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週日,週末,2018W9,週日
2018/3/5 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週一,平日,2018W10,非參考日
2018/3/6 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週二,平日,2018W10,週2-4
2018/3/7 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週三,平日,2018W10,週2-4
2018/3/8 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週四,平日,2018W10,週2-4
2018/3/9 上午 12:00:00,2018,Q1,03,3月,2018-Mar,週五,平日,2018W10,非參考日
2018/4/1 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週日,週末,2018W13,週日
2018/4/10 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週二,平日,2018W15,週2-4
2018/4/11 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週三,平日,2018W15,週2-4
2018/4/12 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週四,平日,2018W15,週2-4
2018/4/13 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週五,平日,2018W15,非參考日
2018/4/14 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週六,週末,2018W15,週六
2018/4/15 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週日,週末,2018W15,週日
2018/4/16 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週一,平日,2018W16,非參考日
2018/4/17 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週二,平日,2018W16,週2-4
2018/4/18 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週三,平日,2018W16,週2-4
2018/4/19 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週四,平日,2018W16,週2-4
2018/4/2 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週一,平日,2018W14,非參考日
2018/4/20 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週五,平日,2018W16,非參考日
2018/4/21 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週六,週末,2018W16,週六
2018/4/22 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週日,週末,2018W16,週日
2018/4/23 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週一,平日,2018W17,非參考日
2018/4/24 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週二,平日,2018W17,週2-4
2018/4/25 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週三,平日,2018W17,週2-4
2018/4/26 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週四,平日,2018W17,週2-4
2018/4/27 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週五,平日,2018W17,非參考日
2018/4/28 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週六,週末,2018W17,週六
2018/4/29 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週日,週末,2018W17,週日
2018/4/3 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週二,平日,2018W14,週2-4
2018/4/30 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週一,平日,2018W18,非參考日
2018/4/4 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週三,平日,2018W14,週2-4
2018/4/5 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週四,平日,2018W14,週2-4
2018/4/6 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週五,平日,2018W14,非參考日
2018/4/7 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週六,週末,2018W14,週六
2018/4/8 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週日,週末,2018W14,週日
2018/4/9 上午 12:00:00,2018,Q2,04,4月,2018-Apr,週一,平日,2018W15,非參考日
2018/5/1 上午 12:00:00,2018,Q2,05,5月,2018-May,週二,平日,2018W18,週2-4
2018/5/10 上午 12:00:00,2018,Q2,05,5月,2018-May,週四,平日,2018W19,週2-4
2018/5/11 上午 12:00:00,2018,Q2,05,5月,2018-May,週五,平日,2018W19,非參考日
2018/5/12 上午 12:00:00,2018,Q2,05,5月,2018-May,週六,週末,2018W19,週六
2018/5/13 上午 12:00:00,2018,Q2,05,5月,2018-May,週日,週末,2018W19,週日
2018/5/14 上午 12:00:00,2018,Q2,05,5月,2018-May,週一,平日,2018W20,非參考日
2018/5/15 上午 12:00:00,2018,Q2,05,5月,2018-May,週二,平日,2018W20,週2-4
2018/5/16 上午 12:00:00,2018,Q2,05,5月,2018-May,週三,平日,2018W20,週2-4
2018/5/17 上午 12:00:00,2018,Q2,05,5月,2018-May,週四,平日,2018W20,週2-4
2018/5/18 上午 12:00:00,2018,Q2,05,5月,2018-May,週五,平日,2018W20,非參考日
2018/5/19 上午 12:00:00,2018,Q2,05,5月,2018-May,週六,週末,2018W20,週六
2018/5/2 上午 12:00:00,2018,Q2,05,5月,2018-May,週三,平日,2018W18,週2-4
2018/5/20 上午 12:00:00,2018,Q2,05,5月,2018-May,週日,週末,2018W20,週日
2018/5/21 上午 12:00:00,2018,Q2,05,5月,2018-May,週一,平日,2018W21,非參考日
2018/5/22 上午 12:00:00,2018,Q2,05,5月,2018-May,週二,平日,2018W21,週2-4
2018/5/23 上午 12:00:00,2018,Q2,05,5月,2018-May,週三,平日,2018W21,週2-4
2018/5/24 上午 12:00:00,2018,Q2,05,5月,2018-May,週四,平日,2018W21,週2-4
2018/5/25 上午 12:00:00,2018,Q2,05,5月,2018-May,週五,平日,2018W21,非參考日
2018/5/26 上午 12:00:00,2018,Q2,05,5月,2018-May,週六,週末,2018W21,週六
2018/5/27 上午 12:00:00,2018,Q2,05,5月,2018-May,週日,週末,2018W21,週日
2018/5/28 上午 12:00:00,2018,Q2,05,5月,2018-May,週一,平日,2018W22,非參考日
2018/5/29 上午 12:00:00,2018,Q2,05,5月,2018-May,週二,平日,2018W22,週2-4
2018/5/3 上午 12:00:00,2018,Q2,05,5月,2018-May,週四,平日,2018W18,週2-4
2018/5/30 上午 12:00:00,2018,Q2,05,5月,2018-May,週三,平日,2018W22,週2-4
2018/5/31 上午 12:00:00,2018,Q2,05,5月,2018-May,週四,平日,2018W22,週2-4
2018/5/4 上午 12:00:00,2018,Q2,05,5月,2018-May,週五,平日,2018W18,非參考日
2018/5/5 上午 12:00:00,2018,Q2,05,5月,2018-May,週六,週末,2018W18,週六
2018/5/6 上午 12:00:00,2018,Q2,05,5月,2018-May,週日,週末,2018W18,週日
2018/5/7 上午 12:00:00,2018,Q2,05,5月,2018-May,週一,平日,2018W19,非參考日
2018/5/8 上午 12:00:00,2018,Q2,05,5月,2018-May,週二,平日,2018W19,週2-4
2018/5/9 上午 12:00:00,2018,Q2,05,5月,2018-May,週三,平日,2018W19,週2-4
2018/6/1 上午 12:00:00,2018,Q2,06,6月,2018-Jun,週五,平日,2018W22,非參考日
2018/6/10 上午 12:00:00,2018,Q2,06,6月,2018-Jun,週日,週末,2018W23,週日
2018/6/11 上午 12:00:00,2018,Q2,06,6月,2018-Jun,週一,平日,2018W24,非參考日
2018/6/12 上午 12:00:00,2018,Q2,06,6月,2018-Jun,週二,平日,2018W24,週2-4
2018/6/13 上午 12:00:00,2018,Q2,06,6月,2018-Jun,週三,平日,2018W24,週2-4
2018/6/14 上午 12:00:00,2018,Q2,06,6月,2018-Jun,週四,平日,2018W24,週2-4
2018/6/15 上午 12:00:00,2018,Q2,06,6月,2018-Jun,週五,平日,2018W24,非參考日
2018/6/16 上午 12:00:00,2018,Q2,06,6月,2018-Jun,週六,週末,2018W24,週六
2018/6/17 上午 12:00:00,2018,Q2,06,6月,2018-Jun,週日,週末,2018W24,週日
2018/6/18 上午 12:00:00,2018,Q2,06,6月,2018-Jun,週一,平日,2018W25,非參考日
2018/6/19 上午 12:00:00,2018,Q2,06,6月,2018-Jun,週二,平日,2018W25,週2-4
